problem,nx,nt,ny,n_iterations,num_domain,seed,pinn_time,fdm_time,residual_estimation_time,stability_flag,pinn_error_l2,pinn_error_relative_l2,e_res_vs_true_l2,e_res_vs_true_relative_l2,e_fdm_vs_true_l2,e_fdm_vs_true_relative_l2,prob_x_min,prob_x_max,prob_t_max,prob_diffusivity,prob_frequency,prob_velocity_x,prob_phase_shift,prob_propagation_speed,prob_initital_concentration,prob_y_min,prob_y_max
poisson_1d,64,32,16,0,10000,3,0.003840923309326172,0.000029325485229492188,0.0003859996795654297,false,0.6920864856782221,0.9864954329235568,0.0001423256966492362,0.00020564727038378978,0.00014539741646764722,0.0002100856171539927,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,256,256,16,10000,100,6,12.876085996627808,0.0008568763732910156,0.21270394325256348,false,0.13223775492393344,0.26447752765896737,0.00004810729700258339,0.00036379396360937844,0.000015783443300198566,0.00011935655826339153,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
heat,128,128,16,0,10000,9,0.0074422359466552734,0.004500150680541992,0.07845091819763184,false,0.4358313579460238,1.236384757917177,0.00005075742474379847,0.00011646115824021224,0.00003992627534176886,0.00009160945997537327,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_2d,16,32,16,10000,10000,4,141.3628957271576,0.00019621849060058594,0.0015931129455566406,false,0.00001027920408099222,0.00002192896870611673,2.9356404242882402e-6,0.28559024620282786,0.00171723760469867,167.05939401061138,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
heat,256,256,16,0,100,0,0.0014767646789550781,0.01175689697265625,0.17237114906311035,false,0.43542091667678384,1.2353518381265192,0.000012586761227654844,0.000028907112050839042,9.934186103617024e-6,0.000022815132950976818,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_2d,16,32,16,10000,10,6,10.595207214355469,0.0001800060272216797,0.0013341903686523438,false,0.09426736248459645,0.2011037066338057,0.0012923062096107062,0.013708946294343084,0.00171723760469867,0.018216671809177534,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
heat,64,64,16,0,10,2,0.0015568733215332031,0.0014870166778564453,0.024097204208374023,false,0.43603322351733187,1.2366803292693462,0.00020583400598953448,0.00047206037266871875,0.00016125998597565447,0.000369834171522126,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_1d,8,32,16,0,10,1,0.001161813735961914,0.0000209808349609375,0.0003399848937988281,false,0.6901872614759494,1.0434650582457556,0.01155048862603169,0.016735296738643417,0.011214972573078455,0.016249173520090032,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,8,8,16,10000,10,8,10.855016946792603,0.00002574920654296875,0.0035598278045654297,false,0.4320140590861092,0.870858486266978,0.22055619816673655,0.510530140230402,0.018958173771005418,0.04388323336307595,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,16,16,16,10000,10,4,10.399818897247314,0.000051021575927734375,0.007405996322631836,false,0.4733316354305365,0.9485176571061188,0.4495057096354446,0.949663356489113,0.004322163832073661,0.0091313647948806,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,128,128,16,0,1,7,0.002151966094970703,0.0004439353942871094,0.08686089515686035,false,0.8742203271269698,1.74849401487087,0.00012599876813952786,0.00014412701721728334,0.00006338688741085187,0.00007250676453516699,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_1d,32,32,16,0,1,0,0.0015637874603271484,0.000025033950805664062,0.0004999637603759766,false,0.6986146560344731,1.003799170379224,0.0006030014944655201,0.0008631389124990886,0.000595948894502332,0.0008530437908146674,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
heat,128,128,16,0,10,5,0.001634836196899414,0.004949092864990234,0.07178187370300293,false,0.43580358793685386,1.2363059787852055,0.000050716430134969404,0.00011637451259882236,0.00003992627534176886,0.00009161529745724351,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
drift_diffusion,64,64,16,0,1,5,0.002165079116821289,0.0016291141510009766,0.038932085037231445,false,0.8473213248849515,2.385357798774808,0.005051769123002658,0.00596204648064131,0.003851464283566381,0.004545458930930753,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
drift_diffusion,8,8,16,0,10,8,0.001984119415283203,0.0001361370086669922,0.004489898681640625,true,0.7657637457022017,2.0590139846190527,0.3607784608931201,0.47113546824064895,0.26151842143576154,0.34151319242196604,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,128,128,16,10000,1000,5,28.86086130142212,0.00039124488830566406,0.08928108215332031,false,0.00028585608352454744,0.000571729615118531,2.6602433669051796e-6,0.009306233171965377,0.00006338688741085187,0.22174405606234524,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_1d,16,32,16,0,1000,8,0.0015888214111328125,0.000023126602172851562,0.0003509521484375,false,0.6789003594676772,0.9915974431435006,0.0024986239641945083,0.0036803986466492195,0.0025081860605056672,0.0036944833295895207,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_1d,64,32,16,0,10,2,0.0011141300201416016,0.00003504753112792969,0.0004799365997314453,false,0.6462210212351163,0.9211191076544657,0.00013917236390703476,0.00021536341179529547,0.00014539741646764722,0.00022499642024914395,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,32,32,16,10000,1000,2,28.119762897491455,0.00009489059448242188,0.017017126083374023,false,0.0010178244820088919,0.0020366436618362536,0.000040753395926067127,0.040039708855919516,0.0010402908397117996,1.022072919348986,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_2d,64,32,64,10000,1,9,9.735986232757568,0.004645109176635742,0.009020328521728516,false,0.2562557097516267,0.5206465214001302,0.00007016028433093983,0.00027379013095529445,0.00010200512199543541,0.0003980598992088911,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
drift_diffusion,256,256,16,0,1000,1,0.00279998779296875,0.012660980224609375,0.21539998054504395,false,0.8603406820919218,2.436290070708863,0.00031111910411388115,0.00036162314602791273,0.00023700549940490983,0.00027547866134683993,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
heat,128,128,16,0,100,8,0.001397848129272461,0.004164934158325195,0.06789565086364746,false,0.43763053181717576,1.2414887301545547,0.00005073928177341165,0.00011594090924764007,0.00003992627534176886,0.0000912328378369369,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_1d,64,32,16,0,10,5,0.0011930465698242188,0.00003886222839355469,0.0004138946533203125,false,0.7105806168396468,1.012856843389123,0.00014593723620991305,0.00020537745155360177,0.00014539741646764722,0.00020461776330785888,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
drift_diffusion,64,64,16,0,10000,8,0.006031036376953125,0.0016810894012451172,0.0409698486328125,false,0.8499726839357225,2.392821838452987,0.005053444265193955,0.0059454196125391144,0.003851464283566381,0.004531280070945951,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,64,64,16,0,10000,2,0.007330894470214844,0.00022101402282714844,0.03804612159729004,false,0.8651402975940691,1.7304918497637602,0.0005133171999622692,0.0005933340538982982,0.0002556346352812184,0.0002954834446992368,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
drift_diffusion,256,256,16,10000,1,0,10.739435195922852,0.012079000473022461,0.21923184394836426,false,0.6923693675525818,1.9606333287992828,0.0003027311154004967,0.000437239325694902,0.00023700549940490983,0.0003423107816607881,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
drift_diffusion,8,8,16,10000,1,7,10.67147707939148,0.00013709068298339844,0.00469207763671875,true,0.6345768357504222,1.7062737514783735,0.36136667159886027,0.5694608615385781,0.26151842143576154,0.4121146671332582,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,256,256,16,0,1,8,0.001992940902709961,0.0008487701416015625,0.2088329792022705,false,0.8693554483337489,1.7387241621307152,0.000031210165260384324,0.000035900350449523634,0.000015783443300198566,0.000018155339487950435,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,32,32,16,10000,1000,0,28.052139043807983,0.00009202957153320312,0.015018224716186523,false,0.0012197252590584976,0.002440642529191364,0.000042451289643903945,0.034803976820705095,0.0010402908397117996,0.8528894781720859,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_1d,128,32,16,10000,10000,3,83.93416595458984,0.00003790855407714844,0.0005652904510498047,false,0.0009497179321858427,0.0013483814227749098,3.3201610250831274e-8,0.00003495944335220873,0.00003591751011898671,0.03781913439953298,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
heat,64,64,16,0,100,0,0.0014767646789550781,0.001466989517211914,0.02469778060913086,false,0.4328297451613582,1.227594602644858,0.00020562605651650197,0.0004750737647197627,0.00016125998597565447,0.000372571404295555,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
drift_diffusion,64,64,16,0,1000,4,0.0027730464935302734,0.0015840530395507812,0.03833603858947754,false,0.8481866085135552,2.3877937236016997,0.0050524364050100225,0.005956750972364918,0.003851464283566381,0.004540821848527014,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
heat,32,32,16,0,10,7,0.0016489028930664062,0.0005979537963867188,0.01174306869506836,false,0.44582811145233797,1.2638376756477692,0.0008458829938978294,0.0018973298725875876,0.0006581365706071615,0.0014762114673819095,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_1d,32,32,16,10000,1,4,5.888246774673462,0.000032901763916015625,0.0005140304565429688,false,0.09418482722651345,0.13532875472286046,0.0001537265946548811,0.0016321800355928904,0.000595948894502332,0.006327440544845732,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_2d,256,32,256,0,10,4,0.0020720958709716797,0.14064502716064453,0.16632890701293945,false,0.5035115630460162,1.010972236390432,6.317579160860565e-6,0.000012547038885546303,6.299580846651019e-6,0.000012511293302861639,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_1d,256,32,16,0,10,8,0.0011990070343017578,0.00006771087646484375,0.0007829666137695312,false,0.6997944479901258,0.991597407933391,8.89233212899064e-6,0.000012707062987610486,8.926404123405047e-6,0.000012755751562537403,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,64,64,16,10000,1,7,9.643846273422241,0.0001990795135498047,0.03288698196411133,false,0.8642091220724422,1.7286292713410973,0.000513160404572033,0.0005937919323756194,0.0002556346352812184,0.0002958018247576306,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
heat,16,16,16,10000,100,4,8.9389328956604,0.0002689361572265625,0.0066220760345458984,false,0.00035372534247185284,0.0010015793175062295,0.00022452014699218567,0.6347301706549002,0.002749210983530936,7.77216289994524,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
heat,32,32,16,0,10000,9,0.0074422359466552734,0.0005631446838378906,0.013993024826049805,false,0.43065144786139303,1.220814728587782,0.0008470038815533246,0.0019667967813867334,0.0006581365706071615,0.001528234895936041,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_2d,16,32,16,0,10,1,0.0018918514251708984,0.00018596649169921875,0.001077890396118164,false,0.4515691583905739,0.9633475378998906,0.0016893226973963493,0.0037410054827863373,0.00171723760469867,0.0038028230511114453,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
drift_diffusion,64,64,16,10000,1,5,10.5989670753479,0.0018160343170166016,0.04035186767578125,false,0.7336476597237362,2.06534654006556,0.004917135744889599,0.006702312315343859,0.003851464283566381,0.005249746567741653,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
heat,64,64,16,0,10,8,0.0013952255249023438,0.0014760494232177734,0.024749755859375,false,0.4358957931425805,1.2362905483262148,0.00020579979619533728,0.00047213072351909714,0.00016125998597565447,0.00036995077381466417,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_1d,256,32,16,10000,10000,5,82.86012315750122,0.000051021575927734375,0.0006840229034423828,false,7.180609767975641e-6,0.00001017480783643814,2.2597604263354807e-8,0.0031470313793992492,8.926404123405047e-6,1.2431261984310935,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
heat,64,64,16,10000,100,5,9.205987930297852,0.00150299072265625,0.02501702308654785,false,0.00023053354512060206,0.0006538407743052257,9.460199625090463e-6,0.04103610873696199,0.00016125998597565447,0.6995076828893707,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
drift_diffusion,128,128,16,0,10,1,0.0024662017822265625,0.004690885543823242,0.10532188415527344,false,0.8574152169835773,2.4232071462541778,0.0012501283909538885,0.0014580198323886676,0.0009525133211054325,0.001110912545331787,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_2d,32,32,32,0,0,1,0.0019121170043945312,0.0007228851318359375,0.002125263214111328,false,0.4666213250742077,0.9633472517661059,0.0004080252333465781,0.0008744247453364651,0.00041476287710914914,0.0008888639563208742,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_2d,128,32,128,0,100,5,0.0019919872283935547,0.022941112518310547,0.03358292579650879,false,0.5047254864470827,1.0173994057515994,0.000025474526949145015,0.00005047204397873388,0.000025298111418601268,0.000050122516294317566,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_1d,128,32,16,0,10000,2,0.0039899349212646484,0.00003790855407714844,0.0005080699920654297,false,0.6487803221431463,0.9211191072556864,0.00003437973495109136,0.00005299133432025677,0.00003591751011898671,0.00005536158988351977,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_1d,128,32,16,10000,1,6,5.882675886154175,0.00003504753112792969,0.00047516822814941406,false,0.1058241136434955,0.15024594575159406,8.352973855394967e-6,0.00007893261344512453,0.00003591751011898671,0.0003394076159237867,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,8,8,16,0,0,2,0.0020380020141601562,0.000033855438232421875,0.003371000289916992,false,0.8306597320073215,1.67445262857671,0.0433799227874041,0.05222345698951222,0.018958173771005418,0.022823032152036855,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,64,64,16,10000,10,3,10.671231985092163,0.00020694732666015625,0.0365300178527832,false,0.3655357033189725,0.7311606650970575,0.00038173954963712376,0.0010443290386438979,0.0002556346352812184,0.0006993424526253385,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,128,128,16,0,1000,7,0.0028791427612304688,0.0004432201385498047,0.09682512283325195,false,0.8742203271269698,1.74849401487087,0.00012599876813952786,0.00014412701721728334,0.00006338688741085187,0.00007250676453516699,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_2d,16,32,16,10000,1,0,9.913221836090088,0.0001609325408935547,0.0011379718780517578,false,0.25778604860407,0.5499435703553491,0.0013396293977355536,0.0051966714451373245,0.00171723760469867,0.0066614838700450795,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
heat,16,16,16,10000,0,0,0.0072209835052490234,0.00026297569274902344,0.005544900894165039,false,0.4223782890444346,1.1959713022378002,0.0035853054200926182,0.008488375262383432,0.002749210983530936,0.00650888328031869,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_2d,16,32,16,0,10000,3,0.006891965866088867,0.00017380714416503906,0.001154184341430664,false,0.47052029341434126,1.0037766259505942,0.0017206353845877688,0.0036568781594985807,0.00171723760469867,0.0036496568346446774,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_1d,64,32,16,0,1,6,0.0014350414276123047,0.000030040740966796875,0.0003719329833984375,false,0.6533865131667155,0.9313327517747465,0.0001400807115544571,0.00021439180137884883,0.00014539741646764722,0.00022252895267605284,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,32,32,16,0,1000,9,0.0025911331176757812,0.00011968612670898438,0.016477108001708984,false,0.8597913397574626,1.7204229349667377,0.002130797739070233,0.0024782730885278595,0.0010402908397117996,0.0012099340754063116,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
heat,64,64,16,10000,1000,7,19.53375792503357,0.0016231536865234375,0.025228023529052734,false,0.00007155280971064,0.0002029385549094147,7.194260816284794e-6,0.10054477029439338,0.00016125998597565447,2.2537198277407335,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,128,128,16,10000,10000,1,146.8099720478058,0.0004878044128417969,0.09274601936340332,false,0.00022374851779873215,0.0004475106927483867,2.1816265200428044e-6,0.009750350712956506,0.00006338688741085187,0.28329522820724007,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_2d,256,32,256,0,1000,0,0.002732992172241211,0.13133597373962402,0.1672980785369873,false,0.4940067326025895,0.9918880278138263,6.269645110606382e-6,0.000012691416324582935,6.299580846651019e-6,0.000012752014154671051,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,32,32,16,10000,10000,7,144.45493721961975,0.00009918212890625,0.016679763793945312,false,0.0009260784306787273,0.0018530618977473342,0.00004794062231672254,0.05176734575448589,0.0010402908397117996,1.1233290888216165,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_2d,32,32,32,10000,10000,4,141.3628957271576,0.0009400844573974609,0.002429962158203125,false,0.000010623665635879032,0.000021932729054717993,1.1300437776540694e-6,0.10637042018970971,0.00041476287710914914,39.041409182201384,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
drift_diffusion,256,256,16,0,1,6,0.0022161006927490234,0.012074947357177734,0.22049522399902344,false,0.8607279328984274,2.4373866773373782,0.0003113890771896917,0.00036177410455486865,0.00023700549940490983,0.00027535472051756717,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
drift_diffusion,16,16,16,10000,10,0,11.206326007843018,0.00028324127197265625,0.00868988037109375,true,2.169519311889929,5.975406274766604,0.40599362776758213,0.1871352910031991,0.06769679643284385,0.031203592455635375,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,256,256,16,0,100,6,0.0020918846130371094,0.0010340213775634766,0.2018871307373047,false,0.8707115022323686,1.7414362906199319,0.00003121391102945786,0.00003584874088539115,0.000015783443300198566,0.000018127064199487748,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_2d,64,32,64,10000,100,6,12.506900310516357,0.004158973693847656,0.008034706115722656,false,0.000016603059440965676,0.000033733200134025485,4.983640765705357e-7,0.03001640019055114,0.00010200512199543541,6.143754550630469,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,16,16,16,0,10,5,0.0017931461334228516,0.00005936622619628906,0.007689952850341797,false,0.8495945071255017,1.7025174973904134,0.009200317273074963,0.010829068686193726,0.004322163832073661,0.005087325536857776,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
drift_diffusion,64,64,16,0,100,3,0.002122163772583008,0.0016100406646728516,0.03983712196350098,false,0.8454084174706576,2.379972629671883,0.005050248664883527,0.005973738326373844,0.003851464283566381,0.004555743950467653,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,64,64,16,10000,10,5,10.62522006034851,0.00019812583923339844,0.034790992736816406,false,0.35556219109919124,0.7112112052720467,0.0015325125454073532,0.004310111096654333,0.0002556346352812184,0.0007189589941803005,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_1d,32,32,16,10000,1,9,5.765926837921143,0.000027179718017578125,0.00043702125549316406,false,0.10043455943750175,0.1443086350535886,0.00015321731224611794,0.0015255437282169948,0.000595948894502332,0.0059337034765725,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
heat,8,8,16,0,10,6,0.0016682147979736328,0.00012493133544921875,0.0030570030212402344,false,0.4130267179980919,1.1660019272482383,0.016215654180568154,0.039260545320564624,0.012171854008336707,0.029469894992102997,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,1024,1024,16,0,10000,0,0.008371829986572266,0.006652116775512695,1.2347650527954102,false,0.8674793232176822,1.7349594737287062,1.937108337142068e-6,2.2330311343409122e-6,9.835504728370893e-7,1.1338027852800828e-6,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_1d,256,32,16,0,100,6,0.00125885009765625,0.000051975250244140625,0.0005481243133544922,false,0.6572642116628814,0.9313327513302778,8.600002802813809e-6,0.000013084544465087733,8.926404123405047e-6,0.000013581150418674408,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_1d,8,32,16,0,10000,7,0.003520965576171875,0.0000209808349609375,0.0004620552062988281,false,0.6259556456209414,0.9463559828970787,0.011029421910141168,0.017620133291073835,0.011214972573078455,0.01791656110386754,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
drift_diffusion,8,8,16,10000,1000,1,24.87624716758728,0.00013685226440429688,0.004510164260864258,true,0.0039522600507099085,0.010626983532369532,0.03373260655481267,8.535016957892925,0.26151842143576154,66.16933553974536,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
heat,16,16,16,10000,100,6,9.302517890930176,0.000286102294921875,0.005993843078613281,false,0.0005175920580894487,0.0014655707071062527,0.00016712879510924288,0.3228967533352838,0.002749210983530936,5.311540122308629,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_1d,8,32,16,10000,1,8,5.730218172073364,0.00002193450927734375,0.000370025634765625,false,0.12028188079706374,0.18184911075208351,0.004845513328494491,0.04028464882977431,0.011214972573078455,0.09323908554439747,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
heat,32,32,16,0,100,7,0.0015289783477783203,0.0006630420684814453,0.01225900650024414,false,0.44582811145233797,1.2638376756477692,0.0008458829938978294,0.0018973298725875876,0.0006581365706071615,0.0014762114673819095,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
heat,128,128,16,0,10,2,0.0015568733215332031,0.004003286361694336,0.06855416297912598,false,0.43775268317211496,1.2418352542645166,0.00005074771182802626,0.00011592781444602439,0.00003992627534176886,0.00009120738004950319,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,256,256,16,0,10,8,0.0017621517181396484,0.0008471012115478516,0.19917726516723633,false,0.8693554483337489,1.7387241621307152,0.000031210165260384324,0.000035900350449523634,0.000015783443300198566,0.000018155339487950435,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
drift_diffusion,64,64,16,0,10,0,0.0017619132995605469,0.0015869140625,0.037976980209350586,false,0.8483757420454889,2.388326167589781,0.00505180265079598,0.005954675977198211,0.003851464283566381,0.00453980953566665,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_2d,128,32,128,10000,1000,7,27.687796115875244,0.022889137268066406,0.03442215919494629,false,0.0002938043597026279,0.0005922355597155332,8.343505861538924e-8,0.0002839816900600422,0.000025298111418601268,0.08610529620526383,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_2d,16,32,16,10000,1000,5,27.73399782180786,0.0001857280731201172,0.0011260509490966797,false,8.23597475687458e-6,0.00001757007948133243,2.697761197380684e-6,0.3275582158743387,0.00171723760469867,208.50447644274755,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_2d,16,32,16,10000,100,2,12.32990312576294,0.0001480579376220703,0.001111745834350586,false,0.00013070682703885203,0.00027884123101621754,9.852715455024504e-6,0.07538026649586016,0.00171723760469867,13.138086537644396,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_1d,32,32,16,10000,10,7,6.535207033157349,0.00003170967102050781,0.00040793418884277344,false,0.0004703688340005723,0.0006758458919572378,0.00003340934425795978,0.07102797175952355,0.000595948894502332,1.2669821030308317,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_2d,64,32,64,0,10,0,0.001832723617553711,0.004456281661987305,0.008535146713256836,false,0.4881948887679619,0.9918880279730017,0.00010152035914872651,0.00020795047528033198,0.00010200512199543541,0.00020894344521480278,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_2d,32,32,32,0,1000,2,0.003175020217895508,0.0007579326629638672,0.002260923385620117,false,0.4944257829590684,1.020750003528399,0.00041686287793830614,0.0008431252825114432,0.00041476287710914914,0.0008388779295182623,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
heat,16,16,16,10000,10000,6,93.10778307914734,0.00029587745666503906,0.006792306900024414,false,0.00015597558922600928,0.00044164753114077343,0.00009501743699531026,0.6091814588856509,0.002749210983530936,17.625905420017716,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_2d,128,32,128,0,10000,9,0.007002830505371094,0.025990962982177734,0.03654813766479492,false,0.5019729825780364,1.011851051495884,0.000025452607424737807,0.000050705134156858647,0.000025298111418601268,0.00005039735662400603,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,64,64,16,10000,1,8,9.621138095855713,0.00019288063049316406,0.03394198417663574,false,0.8661589411711466,1.7325293856557409,0.0005132593470446881,0.0005925694727005904,0.0002556346352812184,0.0002951359422966539,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
wave,128,128,16,10000,10000,4,143.357971906662,0.0004677772521972656,0.09104585647583008,false,0.00031476454423395584,0.0006295483010505375,2.0135759047935686e-6,0.006397086144798739,0.00006338688741085187,0.2013787403060174,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
poisson_1d,16,32,16,0,1000,4,0.001767873764038086,0.0000247955322265625,0.0004868507385253906,false,0.6861665506935404,1.0022103947209708,0.0024792431414384234,0.003613179830658514,0.0025081860605056672,0.0036553604339508053,0.0,1.0,1.0,0.05,2.0,2.0,0.0,0.5,1.0,0.0,1.0
